,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
1881,7.33,4.894871769,2.630893787,9.105,6221.22816711025,3.314718462,151.20363333333333,66.0,0.73,1696.033333333333,-4.501995737334,0.4,0.3933333333333333,171.31836,7458.68246278779,0.4,0.43,18558.240477766853,0.97,0.0,3706.9716,0.0928,1.3628,5.2,0.4,737.4038770818173
1882,7.33,4.894871769,2.630893787,9.105,6218.95277317635,3.314718462,63.49363333333333,66.0,0.73,911.3666666666666,-4.4212065805555545,0.6666666666666666,0.7833333333333333,26.659488888888887,12404.396457523691,0.6666666666666666,0.82,18570.473200752214,0.58,0.2222222222222222,1445.8415555555555,0.0,1.0144444444444445,15.4,0.3333333333333333,1129.5856893637886
1883,16.51,6.416364372,3.2062378330000003,16.48,24.0317237733108,4.039606536,162.84333333333333,121.0,1.18,1889.333333333333,-2.9744787608350003,0.0,0.79,134.79,26.512965010619897,0.0,0.43,17.3622642050373,0.54,0.0,3928.75,0.2319999999999999,1.545,18.8,0.5,1129.5856893637886
1884,7.33,4.894871769,2.630893787,9.105,6211.494085133484,3.314718462,341.1603,66.0,0.73,2713.0333333333333,-5.734397493333334,0.6666666666666666,0.9833333333333334,172.28560000000004,12401.845625811442,0.6666666666666666,1.14,18572.180788772792,0.26,0.0,2607.619333333333,0.1288333333333333,0.9673333333333332,2.6,0.1666666666666666,464.5857421659808
1885,10.44,5.507318082,2.7364067480000003,10.245,19.96212407165413,3.447656463,138.5666666666667,105.0,1.02,1601.5733333333335,-5.276164992916667,0.0,1.0633333333333337,138.5666666666667,19.96212407165413,0.3333333333333333,0.36,16.170685111558,0.29,0.3333333333333333,5528.999999999999,0.7340000000000001,1.3043333333333331,13.0,0.6666666666666666,464.5857421659808
1886,8.43,5.128407411,2.687689729,9.7075,9338.728216005837,3.386276865,40.08490000000001,57.0,0.72,558.44,-1.397800335415,0.5,0.325,40.08490000000001,9338.728216005837,0.5,0.1799999999999999,18525.76070264553,1.33,0.0,428.848,0.985,1.535,82.0,0.5,596.5857316849441
1887,7.33,4.894871769,2.630893787,9.105,6209.678806446631,3.314718462,202.9036333333333,66.0,0.73,2131.0333333333333,-4.869937930000002,0.5,0.9133333333333332,153.03045,9305.308396457323,0.5,0.6699999999999999,18580.3672245575,0.73,0.0,2976.9645,0.0,1.086,10.0,0.5,596.5857316849441
1888,14.16,6.096226278,3.390921571,19.495,23.270174996349677,4.272293466,157.09,107.0,1.06,1588.8333333333337,-4.25952757875,0.0,1.4633333333333334,120.9175,24.506161701422556,0.5,0.7799999999999999,8.197744100028398,0.17,0.5,3656.5,1.00575,1.3422500000000002,2.6,0.25,296.585755505482
1889,8.43,5.128407411,2.687689729,9.7075,9309.101495923054,3.386276865,147.0349,57.0,0.72,1438.44,-2.2099014981250003,0.75,0.695,75.15235,13955.355031625828,0.75,0.79,18585.01414281109,0.54,0.0,676.2719999999999,1.4775,0.8975,23.1,0.25,296.585755505482
1890,7.33,4.894871769,2.630893787,9.105,6228.69725357722,3.314718462,272.43696666666665,66.0,0.73,2284.366666666667,-4.433196159999167,0.6666666666666666,0.76,82.9156,12415.263971293632,0.6666666666666666,0.87,18574.150436930217,0.64,0.0,1602.4526666666666,0.0,1.1933333333333334,6.3,0.3333333333333333,781.5857169956122
1891,7.33,4.894871769,2.630893787,9.105,9307.42907143588,3.314718462,168.85545000000005,66.0,0.73,1591.55,-4.709874451666667,0.6666666666666666,0.685,113.70726666666668,12402.35176978705,0.6666666666666666,0.8699999999999999,18569.536190107043,0.53,0.0,1775.2859999999996,0.1276666666666666,0.9433333333333334,5.7,0.0,781.5857169956122
1892,14.16,6.096226278,3.033694224,13.96,21.1453944226855,3.822215211,162.23333333333338,107.0,1.06,1635.5,-4.36648400125,0.0,1.4899999999999998,124.775,22.91257627117443,0.5,0.57,13.008438081838698,0.17,0.5,3279.0,1.00575,1.3030000000000002,2.6,0.25,310.5857543938568
1893,8.43,5.128407411,2.687689729,9.7075,6223.837513297713,3.386276865,149.4366,57.0,0.72,1572.293333333333,-2.0122178,0.75,0.7166666666666667,58.08235,13959.944422067016,0.75,0.6200000000000001,18574.641782066534,0.71,0.0,1108.772,1.4775,0.98875,22.0,0.25,310.5857543938568
1894,15.62,6.29893322,3.353549368,18.8575,23.796267115794603,4.225207441,108.45333333333332,105.0,1.02,1274.8166666666666,-3.2376404346305714,0.0,0.8500000000000001,87.34571428571428,24.6427074592114,0.5714285714285714,0.73,7.556032311588801,0.29,0.0,4740.285714285714,1.2582857142857142,1.3571428571428572,19.7,0.4285714285714285,520.5857377194803
1895,7.33,4.894871769,2.630893787,9.105,6211.826495825068,3.314718462,317.6369666666667,66.0,0.73,2648.366666666667,-5.49967403,0.6666666666666666,0.97,160.52393333333333,12402.011831157231,0.6666666666666666,1.14,18572.180788772792,0.26,0.0,1474.4526666666668,0.1288333333333333,0.9733333333333334,2.6,0.1666666666666666,520.5857377194803
1896,10.33,5.487907316,2.74306794,10.32,19.577703129173152,3.456049039,194.95,107.0,1.06,1869.75,-5.4491142183333325,0.0,1.7,134.1,22.456509358329164,0.6666666666666666,0.5199999999999999,17.2728373749361,0.17,0.6666666666666666,4184.666666666667,1.0833333333333333,1.2686666666666668,13.4,0.3333333333333333,270.5857575699285
1897,10.51,5.519599495,2.757836487,10.4875862069,20.21341314111985,3.474656242,116.07,107.0,1.06,1443.75,-6.124520284068001,0.0,1.63,53.868,25.013838346432657,0.8,0.5,16.001417351042694,0.17,0.8,2952.4,1.3,1.272,21.7,0.2,270.5857575699285
1898,7.33,4.894871769,2.630893787,9.105,6218.749079147095,3.314718462,53.57363333333333,66.0,0.73,625.2766666666666,-2.4568344278148,0.4,0.6866666666666666,52.42836,7457.576546562586,0.4,0.3799999999999999,18567.58542441977,1.02,0.0,3094.5716,0.0,1.372,49.0,0.6000000000000001,611.5857304939171
1899,11.08,5.617631503999999,2.807970487,11.07,18.53030408136033,3.537821124,200.43333333333337,105.0,1.02,2236.5733333333333,-3.905127844375,0.0,0.9533333333333334,152.825,20.68936450968805,0.5,0.44,15.336603862771303,0.29,0.0,3885.0,1.101,1.3119999999999998,16.5,0.5,611.5857304939171
1900,7.33,4.894871769,2.630893787,9.105,6211.252534095295,3.314718462,169.83696666666668,66.0,0.73,1626.033333333333,-3.90584459,0.5,0.8266666666666667,110.57211666666666,9306.615998890758,0.5,1.14,18572.180788772792,0.26,0.0,567.3811666666667,0.1288333333333333,1.1016666666666668,2.6,0.3333333333333333,934.5857048471382
1901,7.33,4.894871769,2.630893787,9.105,6224.934255107634,3.314718462,189.6036333333333,66.0,0.73,1931.033333333333,-4.793825019,0.6,0.7766666666666667,115.12654,11171.839419660342,0.6,0.8099999999999999,18574.560849330595,0.61,0.0,1604.2574,0.0,1.1716000000000002,8.6,0.4,934.5857048471382
1902,15.62,6.29893322,3.353549368,18.8575,54.74435836189254,4.225207441,111.26666666666668,105.0,1.02,1379.573333333333,-3.0153288000000003,0.0,0.6200000000000001,85.95,47.849905220087216,0.5,1.45,97.8455023248416,0.29,0.0,2925.75,1.101,1.655,19.7,0.5,745.585719854077
1903,2.89,3.5892684530000003,2.365120549,6.615,12412.110588485695,2.979865165,76.73466666666667,31.0,0.32,818.41,-3.87791913375,0.5,0.8899999999999999,58.403725,13957.132232986623,0.75,0.74,18591.96928264692,0.8,0.0,1828.236975,1.96325,0.86,32.1,0.25,745.585719854077
1904,7.33,4.894871769,2.508239481,7.89,6209.153962913174,3.160183721,103.4703,66.0,0.73,1183.6066666666666,-4.479903838958333,0.6666666666666666,0.5566666666666666,53.4406,12400.675564701289,0.8333333333333333,1.11,18584.098990033952,0.29,0.0,635.6193333333333,0.367,0.885,11.3,0.1666666666666666,932.5857050059418
1905,8.43,5.128407411,2.687689729,9.7075,6244.587656468362,3.386276865,154.7699333333333,57.0,0.72,1421.6266666666668,-1.892821470555556,0.6666666666666666,0.74,60.9332,12428.806869095111,0.6666666666666666,1.1,18586.91018106004,0.64,0.0,1754.5751111111113,1.3133333333333337,1.226111111111111,11.8,0.3333333333333333,932.5857050059418
1906,16.51,6.416364372,3.2135708380000003,16.5933333333,25.037086761834964,4.048845545,151.26333333333332,122.0,1.23,1784.333333333333,-2.79118680646,0.0,0.7633333333333334,126.105,27.266987252013024,0.0,0.35,14.3461752394648,0.62,0.0,4729.75,0.2319999999999999,1.54,18.8,0.5,227.5857609842057
1907,14.16,6.096226278,3.560590636,22.5702380952,57.61222780641214,4.486063093,30.046666666666663,105.0,1.02,738.4066666666668,-3.70935713175,0.0,0.7333333333333333,22.028,45.43395500171575,0.8,1.57,90.2894700132528,0.17,0.2,1916.4,1.6462,1.5519999999999998,70.0,0.2,227.5857609842057
1908,13.91,6.060136003999999,3.000740558,13.51,20.58714361113533,3.780696194,441.94666666666666,139.0,1.25,3766.666666666666,-7.80177248,0.0,1.5766666666666669,441.94666666666666,20.58714361113533,0.0,0.14,16.623549034489,0.62,0.3333333333333333,9212.333333333334,0.0,1.4480000000000002,6.4,1.0,195.58576352506304
1909,28.3,7.678955297999999,4.111975037,34.7633333333,75.70635226523561,5.180763906,59.185,138.0,1.36,1102.5,-2.2266320880020003,0.0,0.275,57.474,67.35641955669792,0.0,0.77,83.49932708537679,0.97,0.0,4495.6,0.2784,2.0280000000000005,18.8,0.4,195.58576352506304
1910,6.6,4.726663002,2.242692341,5.64,47.21385634331664,2.825615289,431.0633333333333,76.0,0.77,3114.0,-5.231437982000001,0.0,1.3666666666666667,415.186,53.58453491063312,0.4,1.58,108.63092609263228,0.16,0.0,5873.6,1.7984000000000002,1.7080000000000002,1.0,0.6000000000000001,544.5857358138372
1911,7.33,4.894871769,2.630893787,9.105,6209.483852932963,3.314718462,285.8703000000001,66.0,0.73,2524.7,-4.192267812083333,0.5,0.9433333333333334,121.92211666666668,9306.301135297115,0.5,0.8699999999999999,18577.486832259787,0.53,0.0,1975.297833333333,0.0,1.125,6.2,0.5,544.5857358138372
1912,7.33,4.894871769,2.630893787,9.105,6236.483286801335,3.314718462,43.9703,66.0,0.73,560.2766666666666,-2.3380718844828,0.4,0.6133333333333333,40.90436,7478.857595747676,0.4,0.5900000000000001,18567.58542441977,1.02,0.0,3320.171600000001,0.0,1.604,49.0,0.6000000000000001,289.5857560612945
1913,16.51,6.416364372,3.2135708380000003,16.5933333333,30.3912701353057,4.048845545,104.36,128.0,1.23,1543.666666666667,-2.2793443858325,0.0,1.02,115.045,28.179467121448106,0.0,0.26,17.8942708023774,0.76,0.25,2183.75,0.0,1.6475,11.0,1.0,289.5857560612945
1914,8.43,5.128407411,2.687689729,9.7075,6224.045793946637,3.386276865,85.1566,57.0,0.72,973.2933333333332,-1.619176224166667,0.6666666666666666,0.72,44.2132,12412.827180637618,0.6666666666666666,0.5900000000000001,18586.4028835938,0.74,0.0,1629.464,1.3133333333333332,1.0603333333333331,22.5,0.3333333333333333,447.5857435158112
1915,14.47,6.140393047000001,3.0659471110000003,14.41,53.106982623719645,3.862851303,157.01333333333338,105.0,1.02,1632.5733333333335,-3.7234937227777785,0.0,0.74,150.5977777777778,43.07481928891377,0.4444444444444444,1.45,102.75762953936032,0.29,0.0,5296.333333333333,0.9786666666666668,1.6161111111111108,11.8,0.5555555555555556,447.5857435158112
1916,7.33,4.894871769,2.630893787,9.105,6246.614868580371,3.314718462,46.37363333333333,66.0,0.73,964.7,-3.6213931525,0.5,0.6033333333333333,35.632949999999994,9333.010443057628,0.5,0.98,18562.00574304561,0.76,0.25,2144.7145,0.0,1.43,11.0,0.5,229.585760825402
1917,14.16,6.096226278,3.2062378330000003,16.48,28.08229173880127,4.039606536,133.73666666666668,107.0,1.06,1500.5,-3.054527559165,0.0,1.2866666666666666,101.605,31.88960913292507,0.3333333333333333,0.85,22.8439043647428,0.17,0.3333333333333333,1541.6666666666663,0.5416666666666666,1.615,23.1,0.6666666666666666,229.585760825402
1918,7.33,4.894871769,2.630893787,9.105,6208.52372216706,3.314718462,150.33696666666663,66.0,0.73,1635.033333333333,-3.435777878333333,0.3333333333333333,0.8166666666666667,150.33696666666663,6208.52372216706,0.3333333333333333,0.6699999999999999,18580.3672245575,0.73,0.0,3152.1430000000005,0.0,1.1860000000000002,16.5,0.6666666666666666,289.5857560612945
1919,7.33,4.894871769,2.630893787,9.105,6217.808167062854,3.314718462,136.3703,66.0,0.73,1420.533333333333,-5.148712739583333,0.6666666666666666,0.9533333333333333,69.89059999999999,12405.002666776129,0.8333333333333333,1.23,18563.98304467276,0.17,0.1666666666666666,1050.119333333333,0.2708333333333333,1.0016666666666667,11.3,0.1666666666666666,289.5857560612945
1920,7.33,4.894871769,2.630893787,9.105,6219.239384510681,3.314718462,109.25196666666668,66.0,0.73,1197.0333333333333,-3.3601567883325,0.5,0.6633333333333333,82.7917,9312.47883000536,0.5,0.5999999999999999,18566.11450832901,0.8,0.0,2070.2145,0.0,1.255,32.1,0.5,663.5857263650239
1921,14.16,6.096226278,3.390921571,19.495,25.58697751150027,4.272293466,134.21333333333334,107.0,1.06,1489.5,-3.89355985,0.0,1.3766666666666665,103.76,26.2437635877855,0.5,0.7799999999999999,6.6340963608462005,0.17,0.5,4901.5,0.8125,1.41725,22.0,0.5,663.5857263650239
1922,11.08,5.617631503999999,2.807970487,11.07,19.5356670698845,3.537821124,188.85333333333327,105.0,1.02,2131.5733333333333,-3.72183589,0.0,0.9266666666666667,144.14,21.44338675108117,0.5,0.44,15.336603862771303,0.29,0.0,4686.0,1.101,1.307,16.5,0.5,603.5857311291314
1923,7.33,4.894871769,2.630893787,9.105,6215.909981862839,3.314718462,364.36030000000005,66.0,0.73,2948.0333333333333,-5.674672555833332,0.6666666666666666,0.94,183.8856,12404.05357417612,0.6666666666666666,0.7599999999999999,18574.195033509084,0.64,0.0,2453.619333333333,0.0,1.0376666666666667,5.2,0.3333333333333333,603.5857311291314
1924,28.3,7.678955297999999,3.88167309,29.2433333333,63.61701113757464,4.890601633999999,72.12666666666667,138.0,1.36,1120.3333333333333,-1.7520567833333334,0.0,0.4566666666666666,72.12666666666667,63.61701113757464,0.0,0.77,83.49932708537679,0.97,0.0,3029.0,0.1546666666666666,2.056666666666666,18.8,0.6666666666666666,193.5857636838666
1925,15.62,6.29893322,3.1964805060000003,16.33,21.28423574254813,4.027313073999999,172.23000000000005,105.0,1.02,1876.573333333333,-3.493020575,0.0,0.8900000000000001,131.6725,22.754813255578902,0.5,0.8599999999999999,10.0908978447804,0.29,0.0,5078.5,1.101,1.3485,18.9,0.5,193.5857636838666
1926,14.16,6.096226278,3.033694224,13.96,20.660914337518697,3.822215211,127.12,105.0,1.02,1458.24,-3.3790539135714286,0.0,0.8766666666666667,95.34571428571428,23.2989848399503,0.5714285714285714,0.45,11.9608620598687,0.29,0.0,3826.857142857143,1.2582857142857142,1.3188571428571432,19.7,0.4285714285714285,319.58575367924067
1927,7.33,4.894871769,2.630893787,9.105,6214.419036310367,3.314718462,377.90363333333335,66.0,0.73,3146.366666666667,-6.223861155833332,0.6666666666666666,0.9466666666666668,190.65726666666663,12403.308101399884,0.6666666666666666,0.7599999999999999,18574.150436930217,0.64,0.0,3521.286,0.0,1.0266666666666666,6.3,0.3333333333333333,319.58575367924067
1928,7.33,4.894871769,2.630893787,9.105,6221.116158536172,3.314718462,56.82696666666666,66.0,0.73,800.1999999999998,-3.3358754642857145,0.1428571428571428,0.8533333333333333,92.41298571428572,2688.624879904653,0.4285714285714285,1.23,18563.98304467276,0.17,0.2857142857142857,1406.775571428571,0.4642857142857143,1.5957142857142856,22.3,0.5714285714285714,450.5857432776057
1929,15.62,6.29893322,3.353549368,18.8575,23.3885296388768,4.225207441,133.03,105.0,1.02,1597.36,-3.66323215225,0.0,0.655,108.424,24.144132870035683,0.6,0.33,7.556032311588801,0.29,0.0,3537.6,1.3212,1.3259999999999998,19.7,0.4,450.5857432776057
1930,8.43,5.128407411,2.687689729,9.7075,6222.101919747359,3.386276865,137.61326666666668,57.0,0.72,1513.2,-3.5742746204166664,0.3333333333333333,0.3933333333333333,137.61326666666668,6222.101919747359,0.6666666666666666,1.04,18574.442021533927,0.29,0.0,2702.565333333333,1.3906666666666667,1.289,5.2,0.3333333333333333,381.5857487563297
1931,7.33,4.894871769,2.630893787,9.105,6227.581139147013,3.314718462,157.8703,66.0,0.73,1452.7,-3.369287561332,0.4,0.7733333333333333,110.78436,7470.157689722704,0.4,0.87,18577.49878022084,0.64,0.0,2747.5716,0.0,1.507,11.8,0.6000000000000001,381.5857487563297
1932,15.62,6.29893322,3.722284555,25.786875,72.3112808012976,4.689784663999999,38.87,105.0,1.02,830.86,-1.9354898795833333,0.0,0.275,48.49333333333333,87.35952580350641,0.3333333333333333,1.45,90.2894700132528,0.29,0.0,1906.0,0.7340000000000001,2.203333333333333,70.0,0.6666666666666666,759.5857187424518
1933,28.3,7.678955297999999,4.111975037,34.7633333333,64.69052066636837,5.180763906,46.42333333333333,138.0,1.33,887.4333333333334,-1.54255221463,0.0,0.1833333333333333,34.61222222222222,58.31354057224429,0.6666666666666666,1.2300000000000002,83.49932708537679,0.97,0.0,4404.222222222223,0.7595555555555555,1.6577777777777778,18.8,0.2222222222222222,759.5857187424518
1934,7.33,4.894871769,2.630893787,9.105,6240.494374743073,3.314718462,123.88363333333334,66.0,0.73,1411.3666666666668,-3.0973577283333333,0.3333333333333333,0.6733333333333333,123.88363333333334,6240.494374743073,0.3333333333333333,1.01,18580.3672245575,0.73,0.0,3600.1430000000005,0.0,1.5593333333333337,16.5,0.6666666666666666,190.58576392207195
1935,7.33,4.894871769,2.630893787,9.105,6247.555465059948,3.314718462,154.81696666666662,66.0,0.73,1550.7,-4.2082025112500006,0.5,0.5866666666666667,116.96545,9333.715890417312,0.5,0.72,18559.183953606884,1.02,0.0,1588.4645,0.0,1.485,11.3,0.5,190.58576392207195
1936,8.43,5.128407411,2.687689729,9.7075,6253.8641361535865,3.386276865,28.578266666666664,57.0,0.72,453.6266666666667,-1.5782521928125002,0.75,0.1833333333333333,12.760475,13971.204405637973,0.875,0.6299999999999999,18559.08074200436,1.33,0.0,626.1469999999999,1.659625,1.01625,100.0,0.125,222.5857613812146
1937,15.62,6.29893322,3.722284555,25.786875,32.26543270690433,4.689784663999999,58.66,105.0,1.02,1244.5733333333333,-3.3930092902075,0.0,0.6933333333333334,46.49500000000001,30.99071097884605,0.5,0.73,12.271783087581492,0.29,0.25,2896.25,1.101,1.5074999999999998,11.0,0.5,222.5857613812146
1938,19.65,6.7997693120000005,3.390921571,19.495,60.5212888626525,4.272293466,60.77833333333333,120.0,1.14,772.0,-1.2831753394999998,0.0,0.5966666666666667,42.357,53.3239034472869,0.6,1.01,95.875990352129,0.95,0.0,3977.8,0.8742000000000001,1.5158,30.8,0.4,192.58576376326835
1939,7.33,4.894871769,2.630893787,9.105,6214.54452713389,3.314718462,47.80363333333333,66.0,0.73,668.8666666666667,-4.289373276363636,0.6363636363636364,0.94,27.62511818181818,11840.750272295489,0.8181818181818181,1.23,18568.97487339377,0.17,0.1818181818181818,648.3639090909091,0.2954545454545455,0.988181818181818,24.8,0.1818181818181818,192.58576376326835
1940,14.47,6.140393047000001,3.0659471110000003,14.41,54.33527121734002,3.862851303,124.16625,120.0,1.14,1242.325,-1.7988815194444443,0.0,0.5549999999999999,69.94222222222223,56.115492679848174,0.6666666666666666,1.56,102.75762953936032,0.64,0.0,4237.88888888889,0.8835555555555555,1.5483333333333331,11.8,0.3333333333333333,426.5857451832489
1941,7.33,4.894871769,2.630893787,9.105,6230.374378962216,3.314718462,64.74696666666667,66.0,0.73,1164.7,-3.867040096334,0.6,0.27,40.21254,11175.103493973087,0.6,0.45,18558.240477766853,0.97,0.0,1950.8574,0.0928,1.2020000000000002,18.8,0.2,426.5857451832489
1942,7.33,4.894871769,2.630893787,9.105,4679.828325496657,3.314718462,119.705225,66.0,0.73,1369.525,-2.8020435183316668,0.3333333333333333,0.735,96.70696666666667,6225.158132893047,0.3333333333333333,0.78,18580.3672245575,0.73,0.0,1952.476333333333,0.0,1.4813333333333334,16.5,0.6666666666666666,769.1800191221088
1943,7.33,4.894871769,2.630893787,9.105,9251.21622729302,3.314718462,55.44522499999999,66.0,0.73,1083.015,-3.467780433,0.4,0.5175000000000001,45.03836,11119.412415132298,0.6000000000000001,1.05,18562.00574304561,0.76,0.2,2042.6144,0.4986,1.2520000000000002,11.0,0.4,769.1800191221088
1944,7.33,4.894871769,2.630893787,9.105,4677.6741592013705,3.314718462,264.90272500000003,66.0,0.73,2450.275,-4.821288988999999,0.6,0.8999999999999999,121.68654,11173.66517509272,0.6,0.7799999999999999,18574.150436930217,0.64,0.1,3345.8574,0.0,1.195,6.3,0.4,444.58574375401656
1945,7.33,4.894871769,2.630893787,9.105,4665.535007210976,3.314718462,136.102725,66.0,0.73,1443.775,-4.2780701775,0.25,0.9925,136.102725,4665.535007210976,0.25,0.82,18576.9914827546,0.58,0.25,4335.10725,0.0,1.3155,11.3,0.75,444.58574375401656
1946,7.33,4.894871769,2.630893787,9.105,6212.976814381724,3.314718462,113.53696666666669,66.0,0.73,1360.0333333333333,-4.993928304166666,0.6666666666666666,0.9033333333333332,58.47393333333334,12402.58699043556,0.6666666666666666,0.82,18570.473200752214,0.58,0.1666666666666666,1452.9526666666666,0.0,0.986,10.0,0.3333333333333333,607.5857308115244
